"STIME"	"NE_ID"	"OBJID"	"A_PARTYLOCATION"	"B_PARTYLOCATION"	"A_PARTYCARRIER"	"B_PARTYCARRIER"	"A_PARTYTECHNOLOGY"	"B_PARTYTECHNOLOGY"	"A_PARTYNUMBER"	"CODEC"	"MCC"	"MNC"	"LAC"	"CELLID"	"CHANNEL"	"SIGNAL_LEVEL"	"CALLTYPE"	"DIALINGTIME_CET"	"CONNECTTIME_CET"	"CALLSETUPDURATION"	"CALLSETUPSUCCESSRATIO"	"CONNECTSETUPDURATION"	"CONNECTSETUPSUCCESSRATIO"	"CALLDROPRATIO"	"CALLSERVICEAVAILABILITY"	"AUDIOLOOPS_AB"	"AUDIOLOOPS_BA"	"MOS_AB"	"MOS_AB_SUM"	"MOS_BA"	"MOS_BA_SUM"	"SPEECHDELAY_AB"	"SPEECHDELAY_AB_SUM"	"SPEECHDELAY_BA"	"SPEECHDELAY_BA_SUM"	"MTEXPECTED_AB"	"MTEXPECTED_BA"	"MTRECORDED_AB"	"MTRECORDED_BA"	"MTSUCCESSRATE"
"190220 17:09"	"CALL"	"539"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 17:09:44"	"2019.02.20 17:09:45"	"366"	"100"	"491"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.98"	"4.45"	"8.9"	"48.333"	"96.666"	"49.458"	"98.916"	"12"	"12"	"12"	"12"	"100"
"190220 17:09"	"CALL"	"540"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 17:09:45"	"2019.02.20 17:09:45"	"268"	"100"	"393"	"100"	"0"	"1"	"2"	"2"	"4.42"	"8.85"	"4.52"	"9.03"	"48.073"	"96.145"	"48.458"	"96.916"	"12"	"12"	"12"	"12"	"100"
"190220 17:11"	"CALL"	"541"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 17:11:27"	"2019.02.20 17:11:27"	"360"	"100"	"435"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.47"	"8.95"	"46.573"	"93.145"	"47.562"	"95.124"	"12"	"12"	"12"	"12"	"100"
"190220 17:11"	"CALL"	"542"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 17:11:28"	"2019.02.20 17:11:29"	"361"	"100"	"438"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.49"	"8.98"	"47.448"	"94.895"	"46.948"	"93.895"	"12"	"12"	"12"	"12"	"100"
"190220 17:11"	"CALL"	"543"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 17:11:29"	"2019.02.20 17:11:29"	"313"	"100"	"437"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.48"	"8.95"	"46.333"	"92.666"	"47.958"	"95.916"	"12"	"12"	"12"	"12"	"100"
"190220 17:11"	"CALL"	"544"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 17:11:29"	"2019.02.20 17:11:30"	"258"	"100"	"368"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.97"	"4.45"	"8.9"	"47.469"	"94.937"	"48.323"	"96.645"	"12"	"12"	"12"	"12"	"100"
"190220 18:01"	"CALL"	"545"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:01:53"	"2019.02.20 18:01:53"	"357"	"100"	"482"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.5"	"9"	"39.301"	"78.602"	"43.605"	"87.211"	"12"	"12"	"12"	"12"	"100"
"190220 18:01"	"CALL"	"546"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:01:53"	"2019.02.20 18:01:54"	"472"	"100"	"617"	"100"	"0"	"1"	"2"	"2"	"4.43"	"8.86"	"4.45"	"8.89"	"44.845"	"89.69"	"39.686"	"79.371"	"12"	"12"	"12"	"12"	"100"
"190220 18:01"	"CALL"	"547"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:01:53"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:01"	"CALL"	"548"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:01:54"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:02"	"CALL"	"549"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 18:02:29"	"2019.02.20 18:02:31"	"1571"	"100"	"1699"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.16"	"3.64"	"7.28"	"44.275"	"88.549"	"69.09"	"138.18"	"12"	"12"	"12"	"12"	"100"
"190220 18:02"	"CALL"	"550"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 18:02:30"	"2019.02.20 18:02:32"	"1725"	"100"	"1854"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.59"	"7.17"	"43.671"	"87.341"	"69.329"	"138.659"	"12"	"12"	"12"	"12"	"100"
"190220 18:02"	"CALL"	"551"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 18:02:30"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:02"	"CALL"	"552"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 18:02:31"	"2019.02.20 18:02:33"	"1891"	"100"	"1963"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.17"	"3.62"	"7.24"	"39.827"	"79.653"	"66.402"	"132.805"	"12"	"12"	"12"	"12"	"100"
"190220 18:03"	"CALL"	"553"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:03:18"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:03"	"CALL"	"554"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:03:18"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:03"	"CALL"	"555"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:03:38"	"2019.02.20 18:03:39"	"468"	"100"	"621"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.49"	"8.97"	"46.143"	"92.286"	"40.533"	"81.067"	"12"	"12"	"12"	"12"	"100"
"190220 18:03"	"CALL"	"556"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:03:40"	"2019.02.20 18:03:40"	"359"	"100"	"485"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.44"	"8.88"	"41.408"	"82.817"	"48.862"	"97.723"	"12"	"12"	"12"	"12"	"100"
"190220 18:04"	"CALL"	"557"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 18:04:27"	"2019.02.20 18:04:28"	"1776"	"100"	"1899"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.27"	"3.6"	"7.21"	"50.006"	"100.012"	"58.088"	"116.176"	"12"	"12"	"12"	"12"	"100"
"190220 18:04"	"CALL"	"558"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 18:04:27"	"2019.02.20 18:04:29"	"1720"	"100"	"1843"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.67"	"7.33"	"53.381"	"106.762"	"59.931"	"119.863"	"12"	"12"	"12"	"12"	"100"
"190220 18:04"	"CALL"	"559"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 18:04:28"	"2019.02.20 18:04:30"	"1697"	"100"	"1776"	"100"	"0"	"1"	"2"	"2"	"3.57"	"7.14"	"3.62"	"7.23"	"49.048"	"98.095"	"58.098"	"116.196"	"12"	"12"	"12"	"12"	"100"
"190220 18:04"	"CALL"	"560"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 18:04:30"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:06"	"CALL"	"561"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 18:06:24"	"2019.02.20 18:06:27"	"2996"	"100"	"3182"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.61"	"7.21"	"60.64"	"121.281"	"51.37"	"102.74"	"12"	"12"	"12"	"12"	"100"
"190220 18:06"	"CALL"	"562"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 18:06:25"	"2019.02.20 18:06:29"	"3324"	"100"	"3392"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.18"	"3.57"	"7.14"	"66.213"	"132.426"	"52.579"	"105.157"	"12"	"12"	"12"	"12"	"100"
"190220 18:06"	"CALL"	"563"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	""	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 18:06:26"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:06"	"CALL"	"564"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 18:06:26"	"2019.02.20 18:06:30"	"3547"	"100"	"3585"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.25"	"3.6"	"7.2"	"63.661"	"127.323"	"47.318"	"94.636"	"12"	"12"	"12"	"12"	"100"
"190220 18:08"	"CALL"	"565"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 18:08:09"	"2019.02.20 18:08:12"	"3409"	"100"	"3455"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.21"	"3.62"	"7.24"	"65.351"	"130.701"	"55.358"	"110.716"	"12"	"12"	"12"	"12"	"100"
"190220 18:08"	"CALL"	"566"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 18:08:09"	"2019.02.20 18:08:12"	"3018"	"100"	"3113"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.23"	"3.62"	"7.23"	"62.507"	"125.014"	"51.108"	"102.216"	"12"	"12"	"12"	"12"	"100"
"190220 18:08"	"CALL"	"567"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 18:08:11"	"2019.02.20 18:08:14"	"3403"	"100"	"3440"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.25"	"3.64"	"7.28"	"65.34"	"130.68"	"51.878"	"103.757"	"12"	"12"	"12"	"12"	"100"
"190220 18:08"	"CALL"	"568"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	""	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 18:08:12"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:10"	"CALL"	"569"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:10:06"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:10"	"CALL"	"570"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:10:06"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:10"	"CALL"	"571"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:10:07"	"2019.02.20 18:10:07"	"312"	"100"	"394"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.89"	"4.46"	"8.92"	"47.323"	"94.645"	"47.083"	"94.166"	"12"	"12"	"12"	"12"	"100"
"190220 18:10"	"CALL"	"572"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 18:10:07"	"2019.02.20 18:10:08"	"306"	"100"	"427"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.45"	"8.89"	"47.104"	"94.208"	"47.073"	"94.145"	"12"	"12"	"12"	"12"	"100"
"190220 18:11"	"CALL"	"573"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:11:51"	"2019.02.20 18:11:51"	"254"	"100"	"368"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.02"	"4.47"	"8.95"	"46.312"	"92.624"	"47.323"	"94.645"	"12"	"12"	"12"	"12"	"100"
"190220 18:11"	"CALL"	"574"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:11:51"	"2019.02.20 18:11:52"	"311"	"100"	"385"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.93"	"4.45"	"8.9"	"47.187"	"94.374"	"46.312"	"92.624"	"12"	"12"	"12"	"12"	"100"
"190220 18:11"	"CALL"	"575"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:11:51"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 18:11"	"CALL"	"576"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 18:11:53"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:01"	"CALL"	"577"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 19:01:27"	"2019.02.20 19:01:29"	"1620"	"100"	"1747"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.59"	"7.19"	"60.86"	"121.72"	"51.16"	"102.321"	"12"	"12"	"12"	"12"	"100"
"190220 19:01"	"CALL"	"578"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 19:01:27"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:01"	"CALL"	"579"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 19:01:29"	"2019.02.20 19:01:30"	"1634"	"100"	"1722"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.61"	"7.22"	"60.485"	"120.97"	"50.9"	"101.801"	"12"	"12"	"12"	"12"	"100"
"190220 19:01"	"CALL"	"580"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 19:01:30"	"2019.02.20 19:01:31"	"1825"	"100"	"1953"	"100"	"0"	"1"	"2"	"2"	"3.66"	"7.32"	"3.57"	"7.13"	"58.381"	"116.762"	"47.765"	"95.53"	"12"	"12"	"12"	"12"	"100"
"190220 19:01"	"CALL"	"581"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 19:01:34"	"2019.02.20 19:01:35"	"456"	"100"	"615"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.99"	"4.47"	"8.94"	"42.741"	"85.483"	"42.904"	"85.807"	"12"	"12"	"12"	"12"	"100"
"190220 19:01"	"CALL"	"582"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 19:01:35"	"2019.02.20 19:01:35"	"361"	"100"	"491"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.49"	"8.98"	"40.258"	"80.516"	"40.741"	"81.483"	"12"	"12"	"12"	"12"	"100"
"190220 19:01"	"CALL"	"583"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 19:01:40"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:01"	"CALL"	"584"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 19:01:40"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:03"	"CALL"	"585"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 19:03:04"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:03"	"CALL"	"586"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 19:03:04"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:03"	"CALL"	"587"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 19:03:17"	"2019.02.20 19:03:18"	"1769"	"100"	"1892"	"100"	"0"	"1"	"2"	"2"	"3.68"	"7.37"	"3.64"	"7.28"	"47.904"	"95.807"	"58.898"	"117.796"	"12"	"12"	"12"	"12"	"100"
"190220 19:03"	"CALL"	"588"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 19:03:18"	"2019.02.20 19:03:20"	"1822"	"100"	"1946"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.58"	"7.15"	"54.289"	"108.578"	"60.43"	"120.86"	"12"	"12"	"12"	"12"	"100"
"190220 19:03"	"CALL"	"589"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	""	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 19:03:18"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190220 19:03"	"CALL"	"590"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 19:03:18"	"2019.02.20 19:03:20"	"1817"	"100"	"1897"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.63"	"7.26"	"48.591"	"97.182"	"60.544"	"121.089"	"12"	"12"	"12"	"12"	"100"
"190220 19:03"	"CALL"	"591"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 19:03:20"	"2019.02.20 19:03:21"	"443"	"100"	"581"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.91"	"4.45"	"8.91"	"45.215"	"90.43"	"45.586"	"91.173"	"12"	"12"	"12"	"12"	"100"
"190220 19:03"	"CALL"	"592"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 19:03:21"	"2019.02.20 19:03:21"	"360"	"100"	"485"	"100"	"0"	"1"	"2"	"2"	"4.5"	"9.01"	"4.49"	"8.98"	"46.628"	"93.256"	"45.59"	"91.18"	"12"	"12"	"12"	"12"	"100"
"190220 19:05"	"CALL"	"593"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 19:05:15"	"2019.02.20 19:05:18"	"3321"	"100"	"3361"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.63"	"7.26"	"60.896"	"121.793"	"53.583"	"107.165"	"12"	"12"	"12"	"12"	"100"
"190220 19:05"	"CALL"	"594"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 19:05:15"	"2019.02.20 19:05:18"	"2985"	"100"	"3092"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.18"	"3.65"	"7.31"	"66.084"	"132.168"	"54.447"	"108.894"	"12"	"12"	"12"	"12"	"100"
"190220 19:05"	"CALL"	"595"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 19:05:17"	"2019.02.20 19:05:20"	"3304"	"100"	"3342"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.61"	"7.23"	"63.636"	"127.273"	"56.114"	"112.227"	"12"	"12"	"12"	"12"	"100"
"190220 19:05"	"CALL"	"596"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	""	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 19:05:18"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
